AQI Category,AQI Value,CO AQI Value,Ozone AQI Value,NO2 AQI Value,PM2.5 AQI Value
1,41,1,41,0,7
0,54,1,53,0,54
0,52,1,40,3,52
0,52,1,40,3,52
0,70,1,17,0,70
1,43,1,16,3,43
1,33,1,23,0,33
1,35,1,9,0,35
1,35,1,9,0,35
1,35,1,9,0,35
1,35,1,9,0,35
0,56,1,48,0,56
0,72,1,45,0,72
0,55,1,42,1,55
0,84,1,59,0,84
2,162,8,44,24,162
1,39,1,39,0,22
1,19,0,14,0,19
0,73,0,24,0,73
0,73,0,24,0,73
1,45,1,38,2,45
1,45,1,38,2,45
1,45,1,38,2,45
1,41,1,37,1,41
0,68,1,58,0,68
0,56,1,46,0,56
0,51,1,47,0,51
2,170,5,48,12,170
0,54,1,48,0,54
1,20,0,18,0,20
1,19,0,19,0,18
1,50,1,34,2,50
1,45,1,16,0,45
4,118,3,16,1,118
3,279,2,38,3,279
1,42,1,21,0,42
1,48,1,32,3,48
0,87,1,87,1,30
0,74,1,43,1,74
1,24,0,20,0,24
4,112,1,38,0,112
1,30,0,18,0,30
1,49,1,49,0,45
0,92,1,65,0,92
1,43,1,43,0,16
0,67,2,13,2,67
0,64,1,31,1,64
0,56,1,22,0,56
0,55,1,49,0,55
1,37,1,32,2,37
1,37,1,32,2,37
1,29,1,29,0,8
0,95,2,25,0,95
1,48,1,48,1,40
1,50,1,47,2,50
0,51,1,38,2,51
2,164,1,134,1,164
1,30,1,30,0,15
0,73,2,36,0,73
1,41,0,41,0,26
2,162,3,22,11,162
4,106,0,45,0,106
1,41,1,41,0,18
0,89,1,64,0,89
1,44,1,44,0,22
0,60,1,60,0,57
2,182,5,51,8,182
2,182,5,51,8,182
1,46,0,46,0,37
0,65,1,64,0,65
1,40,1,33,1,40
1,48,1,48,0,27
1,44,0,25,1,44
1,37,0,37,0,32
1,37,1,37,0,29
0,88,2,19,4,88
0,58,1,28,1,58
2,150,3,25,16,150
1,22,0,21,0,22
1,50,1,50,1,38
0,59,1,51,0,59
0,65,1,51,0,65
1,22,0,22,0,14
1,46,1,22,1,46
1,37,1,23,0,37
1,37,1,37,0,35
0,59,1,46,1,59
0,64,1,53,0,64
0,58,1,54,0,58
1,44,1,44,0,23
1,14,1,10,0,14
0,53,1,28,8,53
0,53,1,28,8,53
0,53,1,28,8,53
1,28,1,2,0,28
1,35,1,24,4,35
1,36,1,36,3,27
4,106,3,0,8,106
4,131,3,0,7,131
0,70,1,60,1,70
0,81,4,3,29,81
1,48,1,48,2,42
0,54,1,31,5,54
1,35,1,35,1,26
1,35,1,35,1,26
1,45,1,45,1,27
1,37,1,14,10,37
0,53,2,25,11,53
0,67,2,25,12,67
0,67,2,25,12,67
0,67,2,25,12,67
2,196,1,44,1,196
1,39,1,24,2,39
1,24,1,23,3,24
1,50,1,28,11,50
0,60,1,17,6,60
0,68,1,28,4,68
1,36,1,13,8,36
2,157,5,4,29,157
1,36,0,36,1,28
1,40,1,23,0,40
0,56,1,43,2,56
1,37,1,37,0,29
1,43,1,43,1,41
1,25,1,25,1,21
1,25,1,25,1,21
1,25,1,25,1,21
1,25,1,25,1,21
0,53,1,23,0,53
2,180,3,180,2,167
2,171,1,67,0,171
1,29,1,29,2,26
1,33,1,33,0,20
1,31,0,17,0,31
1,31,0,17,0,31
1,42,1,34,4,42
0,74,1,35,1,74
0,53,2,5,1,53
1,32,1,32,0,6
0,57,1,24,0,57
0,58,1,23,0,58
1,36,1,36,0,27
1,50,1,14,8,50
1,50,1,14,8,50
2,185,1,83,1,185
1,28,0,22,0,28
0,63,1,23,16,63
0,63,1,23,16,63
0,63,1,23,16,63
0,65,1,28,15,65
0,65,1,28,15,65
0,65,1,28,15,65
0,82,1,36,1,82
1,30,1,7,3,30
1,12,1,12,0,9
4,131,4,3,8,131
1,47,1,9,12,47
1,21,0,20,0,21
1,30,1,30,1,22
1,32,0,18,0,32
0,57,1,43,0,57
1,27,1,27,4,23
0,55,1,39,1,55
1,50,1,26,3,50
1,50,1,26,3,50
1,39,1,14,1,39
1,32,1,28,1,32
0,58,1,34,1,58
1,19,0,16,0,19
0,64,1,45,0,64
0,73,1,48,0,73
1,32,0,32,1,22
1,39,1,2,0,39
1,39,1,2,0,39
1,39,1,2,0,39
1,42,1,42,1,20
1,32,0,32,1,26
0,59,0,32,1,59
2,181,2,124,1,181
1,23,0,23,0,10
1,35,0,35,0,17
1,43,1,19,8,43
4,120,1,37,0,120
0,82,0,24,0,82
1,41,1,41,0,26
1,30,1,30,3,27
0,62,1,5,0,62
1,48,1,48,2,36
1,48,1,48,2,36
1,48,1,48,2,36
1,48,1,48,2,36
1,48,1,48,2,36
1,48,1,48,2,36
1,16,0,9,1,16
0,54,1,30,5,54
0,58,1,26,10,58
1,43,1,19,7,43
1,33,1,25,3,33
0,61,2,8,17,61
0,61,2,8,17,61
0,61,2,8,17,61
1,26,0,15,0,26
0,62,1,62,1,28
0,79,1,29,2,79
0,92,2,12,16,92
1,31,1,31,0,31
1,32,0,32,0,28
0,63,1,31,2,63
0,58,1,34,2,58
1,38,0,33,0,38
1,44,1,33,5,44
1,44,1,33,5,44
1,44,1,33,5,44
1,29,0,28,1,29
1,38,1,10,9,38
1,41,1,15,9,41
0,54,1,39,3,54
0,59,1,26,10,59
0,59,1,26,10,59
0,59,1,26,10,59
0,64,1,30,11,64
1,32,1,22,4,32
0,71,1,37,1,71
0,57,1,46,0,57
0,54,1,34,0,54
1,45,1,30,9,45
0,77,2,9,22,77
1,29,0,29,1,22
1,45,1,35,5,45
1,45,1,35,5,45
2,159,2,159,2,78
0,67,1,27,7,67
1,31,1,31,1,21
0,52,1,24,5,52
0,62,1,36,0,62
0,75,3,18,17,75
1,24,0,24,0,21
0,55,0,25,0,55
1,47,1,27,10,47
1,33,1,33,1,27
1,46,1,36,2,46
1,30,1,30,5,24
1,41,1,29,4,41
1,44,1,21,4,44
0,70,1,34,3,70
0,66,2,22,0,66
4,132,1,55,0,132
0,84,0,25,0,84
1,39,0,22,0,39
1,29,1,29,2,18
0,72,1,24,3,72
1,40,1,15,1,40
0,68,1,39,0,68
1,25,0,23,1,25
0,88,2,28,2,88
0,71,3,23,17,71
1,44,1,44,0,16
1,43,1,43,1,16
0,51,1,23,4,51
0,98,3,1,9,98
0,69,2,26,0,69
1,41,2,40,4,41
1,24,0,14,0,24
0,84,3,0,9,84
1,21,0,21,0,19
1,21,0,21,0,19
0,62,1,19,6,62
0,73,1,26,3,73
0,51,0,30,2,51
0,63,2,19,0,63
4,106,2,30,9,106
1,39,1,15,0,39
1,39,1,15,0,39
0,61,1,30,1,61
1,33,1,23,0,33
0,57,2,18,19,57
0,51,0,31,2,51
1,33,1,17,4,33
1,34,0,34,1,15
1,33,0,33,0,30
2,178,5,107,6,178
2,173,1,42,0,173
0,59,2,4,5,59
1,34,1,23,3,34
0,63,1,42,2,63
1,45,1,11,2,45
0,65,1,23,1,65
0,56,2,17,4,56
0,54,1,33,2,54
1,38,1,30,0,38
0,81,1,37,1,81
1,47,1,9,2,47
0,64,1,39,1,64
3,236,16,10,16,236
1,31,1,25,4,31
0,52,1,41,0,52
0,96,2,31,6,96
0,66,1,28,3,66
1,37,1,37,0,12
1,13,0,13,0,7
1,32,0,32,0,10
1,40,1,40,0,25
1,43,1,35,2,43
0,76,2,10,9,76
1,33,1,10,1,33
1,42,2,12,0,42
0,51,1,14,3,51
0,78,1,37,3,78
0,82,1,38,3,82
0,80,1,26,0,80
0,80,1,26,0,80
0,80,1,26,0,80
0,80,1,26,0,80
0,80,1,26,0,80
0,80,1,26,0,80
1,42,1,14,11,42
0,59,1,37,0,59
0,71,2,4,3,71
1,44,1,44,1,19
2,150,4,4,18,150
0,60,1,45,1,60
0,52,1,34,3,52
0,57,1,37,6,57
0,54,1,12,1,54
0,67,2,4,6,67
0,52,1,12,20,52
0,73,1,10,20,73
3,224,4,0,15,224
0,60,1,20,4,60
0,71,1,17,6,71
1,30,1,30,2,26
0,59,2,20,17,59
1,40,1,27,0,40
1,29,1,14,0,29
1,29,1,14,0,29
1,31,1,29,2,31
1,44,1,44,0,30
1,44,1,44,0,30
1,47,1,16,2,47
1,47,1,16,2,47
1,47,1,16,2,47
1,47,1,16,2,47
1,47,1,16,2,47
0,63,1,26,3,63
1,35,1,28,2,35
1,31,1,18,2,31
0,77,1,26,1,77
1,28,1,28,1,5
0,68,1,41,1,68
0,78,1,43,2,78
4,113,1,24,0,113
0,60,1,20,6,60
0,60,1,20,6,60
0,52,1,25,5,52
0,90,2,5,3,90
0,90,2,5,3,90
0,63,1,18,7,63
0,57,2,26,6,57
1,35,1,35,4,13
0,53,1,30,3,53
1,46,0,32,2,46
1,47,1,37,4,47
1,39,0,34,1,39
1,33,0,33,1,31
1,33,0,33,0,25
1,29,1,29,5,29
1,29,1,29,5,29
1,47,1,27,3,47
0,54,2,26,12,54
1,41,1,41,0,9
4,113,1,28,2,113
1,35,1,25,7,35
0,63,2,23,21,63
0,56,2,19,16,56
0,56,2,19,16,56
0,56,2,19,16,56
0,56,2,19,16,56
0,56,2,19,16,56
0,72,1,29,2,72
1,40,1,14,0,40
0,57,2,14,0,57
0,51,1,9,4,51
0,59,2,17,18,59
0,59,2,17,18,59
0,51,1,46,4,51
1,37,0,32,2,37
4,145,3,145,3,107
4,137,2,137,2,81
1,37,1,37,0,34
0,56,1,18,0,56
1,44,1,44,4,36
0,69,1,21,4,69
0,90,1,40,2,90
0,61,1,30,1,61
0,64,2,14,20,64
0,77,2,3,7,77
0,97,2,51,0,97
1,34,1,34,0,34
0,87,2,23,14,87
0,55,2,27,11,55
0,72,2,34,7,72
1,31,1,31,0,20
1,50,1,25,10,50
1,23,0,21,0,23
1,41,1,26,4,41
0,74,2,27,13,74
1,32,1,31,0,32
1,41,1,25,1,41
0,55,1,28,2,55
1,32,1,32,0,15
4,140,4,2,34,140
1,45,1,26,0,45
0,62,1,39,1,62
0,56,1,29,1,56
0,94,1,36,5,94
1,30,0,26,0,30
0,74,2,0,23,74
1,32,1,13,1,32
0,51,1,38,1,51
0,88,2,11,20,88
0,81,2,15,19,81
0,81,2,15,19,81
0,81,2,15,19,81
1,44,1,6,3,44
4,103,4,4,7,103
0,94,3,9,11,94
1,50,1,27,3,50
1,43,1,28,4,43
1,42,1,42,6,33
1,42,1,42,6,33
1,35,1,35,0,32
1,37,0,32,2,37
0,54,2,28,11,54
0,54,2,28,11,54
1,21,0,14,0,21
0,60,2,1,8,60
1,48,1,24,4,48
1,25,0,19,1,25
0,69,2,34,0,69
0,54,1,20,0,54
1,43,1,43,3,30
1,47,1,35,6,47
1,42,0,21,1,42
0,63,1,35,0,63
2,196,1,42,0,196
1,42,1,7,2,42
1,42,1,34,0,42
1,28,1,28,1,13
0,67,1,38,2,67
5,500,0,34,0,467
2,150,3,15,6,150
0,61,2,16,19,61
1,48,1,15,4,48
1,48,1,15,4,48
4,102,3,7,8,102
1,39,1,39,2,22
1,32,1,32,2,31
0,58,1,42,0,58
1,40,1,40,0,8
2,167,0,23,0,167
1,29,0,29,0,7
1,28,0,28,2,21
1,28,0,28,2,21
2,188,11,15,15,188
0,57,1,30,1,57
1,37,1,37,3,18
1,40,1,40,2,21
1,48,1,48,2,25
1,32,1,32,0,28
2,178,4,178,3,132
1,38,1,38,2,24
0,72,2,28,14,72
0,54,1,28,5,54
1,34,1,18,4,34
0,60,1,39,1,60
1,34,1,10,3,34
1,37,1,37,1,36
1,50,1,29,4,50
0,79,1,23,4,79
0,79,1,23,4,79
0,70,2,12,24,70
0,70,2,12,24,70
1,43,1,43,0,25
1,50,1,50,3,43
2,182,3,182,1,151
1,39,1,25,7,39
1,34,1,30,3,34
1,34,1,30,3,34
1,34,1,30,3,34
0,60,1,23,1,60
1,50,1,25,4,50
1,22,0,22,0,15
1,31,1,27,0,31
3,240,15,0,24,240
3,240,15,0,24,240
3,240,15,0,24,240
1,48,1,48,3,39
0,83,2,2,14,83
0,83,2,2,14,83
0,55,1,15,17,55
0,55,1,15,17,55
0,55,1,15,17,55
0,55,1,15,17,55
0,55,1,15,17,55
0,55,1,15,17,55
0,55,1,15,17,55
0,55,1,15,17,55
0,79,2,5,13,79
0,84,0,25,0,84
1,37,1,37,2,20
0,66,2,9,20,66
0,66,2,9,20,66
0,66,2,9,20,66
0,70,2,3,7,70
0,70,2,3,7,70
0,70,2,3,7,70
0,70,2,3,7,70
0,70,2,3,7,70
0,70,2,3,7,70
0,70,2,3,7,70
0,70,2,3,7,70
0,85,2,18,7,85
0,85,2,18,7,85
0,85,2,18,7,85
0,85,2,18,7,85
0,85,2,18,7,85
0,83,2,11,7,83
0,90,1,45,0,90
0,65,1,21,4,65
0,52,1,30,3,52
0,65,1,23,4,65
0,52,1,29,3,52
0,69,1,26,3,69
0,53,1,31,3,53
0,66,1,37,2,66
0,55,1,11,11,55
4,126,1,34,0,126
0,64,1,39,1,64
2,158,1,30,1,158
1,36,1,36,3,17
1,32,1,32,0,20
1,47,1,47,1,43
0,53,0,23,0,53
1,35,0,14,0,35
1,32,0,26,0,32
1,35,0,35,1,22
1,34,1,25,2,34
1,45,1,45,2,34
0,78,1,28,3,78
0,54,1,13,12,54
0,54,1,13,12,54
1,30,1,30,3,28
0,70,2,8,23,70
1,50,1,28,0,50
0,63,2,16,21,63
1,34,1,24,8,34
1,34,1,24,8,34
1,40,1,22,9,40
1,23,0,12,0,23
1,46,1,38,1,46
0,54,1,23,1,54
1,32,1,32,0,15
0,51,1,25,12,51
1,47,1,34,2,47
1,35,0,33,1,35
0,60,1,35,0,60
0,88,2,22,9,88
0,71,1,34,2,71
4,122,4,14,38,122
1,38,0,34,1,38
0,86,1,24,4,86
0,86,1,24,4,86
0,86,1,24,4,86
1,37,1,30,3,37
1,42,1,32,3,42
1,36,0,34,1,36
1,41,1,30,3,41
1,41,1,30,3,41
1,41,1,30,3,41
1,41,1,30,3,41
1,44,1,27,4,44
1,39,1,30,3,39
1,44,1,44,3,34
0,51,1,21,5,51
0,51,1,21,5,51
0,67,2,6,20,67
1,43,1,43,0,35
0,87,1,51,0,87
1,31,0,16,0,31
0,62,1,18,0,62
1,33,1,30,1,33
1,30,1,30,0,11
0,60,1,33,0,60
2,150,2,53,1,150
1,45,1,34,0,45
4,109,1,42,0,109
1,37,0,32,0,37
3,202,1,88,1,202
2,160,1,42,1,160
2,160,1,42,1,160
1,32,1,29,3,32
1,42,0,35,0,42
1,37,1,30,0,37
1,31,1,31,0,17
1,40,0,23,0,40
1,40,0,23,0,40
1,41,1,27,5,41
1,45,1,33,0,45
0,89,3,3,15,89
0,89,1,9,14,89
1,36,1,16,0,36
1,50,1,32,1,50
1,33,1,33,2,33
0,52,1,52,2,15
0,54,1,30,11,54
4,142,4,142,4,104
5,500,0,34,0,378
1,30,1,15,0,30
0,64,2,31,0,64
1,24,1,24,0,17
0,72,1,41,0,72
1,40,1,39,3,40
0,54,1,10,3,54
1,28,1,1,0,28
0,62,0,34,0,62
0,62,0,34,0,62
1,31,0,29,1,31
1,50,1,15,3,50
1,38,1,38,0,23
1,50,1,27,5,50
0,67,0,35,1,67
1,44,1,39,3,44
1,31,1,31,1,31
1,47,1,47,1,34
1,42,1,42,2,32
1,38,1,38,1,28
1,46,0,34,1,46
4,100,1,17,0,100
3,295,1,55,1,295
1,45,1,30,8,45
1,45,1,30,8,45
1,45,1,30,8,45
0,73,1,49,0,73
0,54,0,28,0,54
2,168,0,34,0,168
1,39,1,30,1,39
2,169,1,86,0,169
0,57,1,37,1,57
1,37,1,37,0,20
3,260,1,47,0,239
3,260,1,47,0,239
0,55,1,43,0,55
0,52,1,39,0,52
0,52,1,39,0,52
1,31,0,27,2,31
2,154,2,83,1,154
1,32,0,32,1,21
1,32,0,32,0,23
0,54,2,28,0,54
1,39,1,39,1,29
0,67,0,33,0,67
0,67,0,33,0,67
0,67,0,33,0,67
4,123,3,20,11,123
0,55,0,32,1,55
0,69,1,33,2,69
0,61,2,24,5,61
1,34,1,29,2,34
1,33,1,32,2,33
0,68,3,2,12,68
0,68,3,2,12,68
1,38,0,38,0,20
1,43,0,34,1,43
1,39,1,39,0,37
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
0,58,1,9,7,58
1,45,1,45,2,16
1,42,1,42,2,30
1,42,1,42,2,30
1,42,1,42,2,30
0,77,0,23,0,77
2,167,3,167,1,119
4,101,4,21,3,101
1,37,1,33,5,37
1,32,0,32,1,26
1,34,1,29,2,34
1,33,1,31,4,33
1,34,1,34,2,25
1,34,1,34,2,25
1,33,0,33,1,28
0,67,1,40,1,67
4,119,4,0,8,119
0,53,1,26,0,53
1,34,1,5,2,34
1,34,1,5,2,34
0,84,1,24,0,84
0,61,1,29,3,61
0,61,1,29,3,61
1,48,1,46,2,48
4,110,4,5,36,110
1,42,1,39,6,42
1,42,1,39,6,42
1,36,1,36,3,19
1,36,1,36,3,19
1,20,0,20,0,11
0,52,1,35,2,52
0,61,1,34,0,61
1,46,1,15,6,46
0,56,2,32,10,56
0,71,1,45,1,71
0,53,1,32,5,53
0,65,2,28,14,65
1,49,1,36,2,49
1,50,2,29,4,50
0,78,3,11,27,78
1,27,1,23,5,27
2,162,2,72,0,162
1,40,1,36,0,40
0,63,2,29,6,63
0,52,1,19,0,52
2,161,3,160,1,161
0,99,1,38,0,99
0,63,1,31,3,63
0,69,2,27,6,69
2,181,4,181,1,145
1,29,1,24,6,29
0,51,1,32,3,51
0,67,2,20,17,67
0,67,2,20,17,67
0,61,1,23,0,61
0,58,1,31,3,58
0,60,1,30,6,60
0,69,1,37,3,69
1,33,1,33,4,24
0,52,1,35,4,52
2,157,1,37,0,157
1,43,1,26,5,43
4,117,3,33,1,117
0,60,2,28,6,60
0,74,2,11,27,74
0,68,2,20,0,68
0,60,1,21,1,60
1,18,0,16,0,18
1,22,0,22,0,14
1,20,1,20,1,17
0,62,1,26,4,62
0,54,1,32,1,54
1,18,0,8,0,18
1,38,1,8,2,38
0,59,1,33,1,59
0,97,2,4,7,97
1,46,1,46,1,45
1,23,1,5,1,23
4,128,2,14,5,128
0,61,1,17,3,61
0,56,2,26,0,56
2,154,1,33,0,154
0,57,1,21,0,57
1,34,1,32,0,34
1,50,1,27,5,50
1,45,1,45,1,40
0,61,1,21,7,61
0,77,2,18,17,77
0,57,1,24,0,57
1,36,1,36,0,32
2,168,1,48,0,168
0,60,1,28,8,60
0,62,2,27,5,62
0,58,1,24,8,58
0,66,1,38,3,66
0,52,1,43,1,52
1,24,1,13,2,24
0,61,1,34,4,61
0,72,2,20,11,72
0,55,1,28,5,55
0,55,1,28,5,55
0,55,1,28,5,55
0,55,1,28,5,55
0,75,2,18,20,75
0,75,2,18,20,75
0,75,2,18,20,75
0,75,2,18,20,75
0,75,2,18,20,75
0,75,2,18,20,75
0,75,2,18,20,75
0,87,1,39,2,87
0,68,1,40,2,68
0,51,1,28,4,51
2,154,8,17,12,154
0,69,1,26,10,69
1,46,1,30,9,46
1,46,1,30,9,46
0,98,1,45,1,98
0,55,1,11,10,55
1,34,0,20,0,34
1,47,1,9,4,47
0,68,2,20,7,68
0,58,2,5,5,58
1,45,1,45,2,31
0,67,2,48,0,67
2,156,2,77,0,156
1,42,1,35,6,42
1,42,1,35,6,42
1,35,1,20,0,35
1,32,1,32,1,14
2,174,1,92,1,174
1,30,1,30,2,29
1,40,1,27,5,40
1,48,0,21,3,48
0,55,1,12,18,55
0,55,1,12,18,55
0,55,1,12,18,55
1,45,1,31,9,45
0,69,1,14,9,69
1,28,1,28,3,24
1,41,1,38,4,41
1,37,1,31,2,37
1,28,0,28,1,25
1,28,0,28,1,25
1,49,1,5,3,49
0,51,2,14,16,51
4,124,4,7,30,124
1,28,1,28,0,18
1,33,1,33,0,30
1,38,1,28,4,38
0,71,1,23,1,71
1,50,1,31,8,50
1,50,1,31,8,50
1,43,1,42,0,43
0,73,1,38,0,73
0,65,1,32,4,65
4,125,4,0,8,125
4,125,4,0,8,125
0,79,2,10,28,79
2,154,4,28,3,154
1,26,0,26,2,24
1,27,1,10,1,27
1,46,1,31,4,46
0,51,1,5,4,51
1,39,1,26,1,39
1,35,0,13,2,35
1,35,0,13,2,35
1,31,1,24,0,31
0,79,1,38,0,79
0,72,1,17,1,72
0,60,2,29,6,60
0,65,1,65,0,40
1,39,1,39,4,19
0,79,0,26,0,79
1,43,1,43,0,33
1,40,1,40,4,40
1,46,1,46,1,21
1,36,0,36,0,28
1,34,1,34,1,30
1,35,1,35,1,29
1,34,1,34,2,26
1,37,1,37,1,29
0,99,3,0,29,99
0,71,1,42,4,71
4,118,1,85,2,118
0,72,2,15,0,72
0,53,1,26,0,53
0,53,1,26,0,53
0,89,1,22,1,89
4,103,1,27,1,103
1,42,1,20,0,42
2,154,1,39,0,154
1,41,1,25,3,41
1,40,1,40,1,37
0,52,1,27,1,52
4,130,1,13,4,130
0,84,2,9,0,84
1,47,0,32,1,47
1,47,0,32,1,47
1,47,0,32,1,47
1,35,1,29,0,35
1,35,1,29,0,35
1,45,0,30,2,45
1,45,0,30,2,45
0,53,1,13,11,53
1,40,1,24,4,40
1,35,1,6,2,35
1,27,1,27,2,20
1,31,1,31,3,28
1,35,1,27,2,35
1,43,1,43,1,24
1,43,1,43,1,24
1,43,1,43,1,24
1,43,1,43,1,24
1,43,1,43,1,24
1,43,1,43,1,24
1,19,0,17,0,19
1,19,0,17,0,19
1,19,0,17,0,19
1,36,1,36,0,25
1,36,1,36,0,25
0,56,2,21,18,56
1,38,1,38,1,22
0,59,1,9,8,59
2,172,1,45,0,172
1,45,1,33,7,45
1,34,1,33,2,34
4,100,3,1,29,100
1,30,0,30,0,28
1,31,0,31,1,26
1,50,1,20,5,50
5,316,1,67,1,271
0,68,1,50,0,68
0,52,1,45,2,52
0,52,1,26,1,52
0,52,1,26,1,52
0,52,1,26,1,52
1,32,1,32,3,32
2,158,4,41,7,158
1,45,1,31,0,45
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
0,58,1,49,1,58
2,184,7,0,30,184
2,158,6,9,18,158
1,34,1,31,1,34
0,59,1,59,0,59
2,164,5,41,17,164
1,37,0,37,0,27
1,36,1,36,0,35
1,50,1,45,0,50
0,56,1,50,0,56
0,88,2,11,22,88
0,88,2,11,22,88
1,50,1,34,2,50
1,50,1,34,2,50
1,50,1,34,2,50
1,50,1,34,2,50
0,78,1,19,0,78
0,82,1,28,0,82
0,52,1,22,8,52
1,47,1,42,1,47
1,20,0,20,0,15
1,39,1,19,2,39
2,190,11,6,47,190
1,45,1,43,3,45
1,48,1,48,0,48
4,111,1,24,2,111
1,37,1,37,0,20
0,95,3,15,13,95
1,42,1,42,0,13
1,23,1,17,1,23
1,30,0,13,0,30
1,48,1,48,1,17
1,37,1,37,0,21
2,178,5,42,11,178
4,131,3,24,7,131
1,50,1,31,0,50
1,47,1,37,4,47
2,167,4,71,5,167
1,40,1,6,0,40
4,130,3,27,3,130
0,53,1,23,0,53
2,161,4,26,7,161
0,55,1,47,3,55
4,105,2,13,8,105
0,92,1,37,0,92
1,41,1,41,1,35
2,151,2,18,4,151
0,74,1,28,4,74
0,71,2,35,0,71
1,39,1,28,1,39
0,66,2,30,7,66
2,180,2,22,9,180
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
1,46,1,26,0,46
0,86,1,65,0,86
0,73,1,73,0,56
0,89,1,27,6,89
0,89,1,27,6,89
0,89,1,27,6,89
0,89,1,27,6,89
0,89,1,27,6,89
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
2,153,3,19,9,153
0,55,1,45,0,55
0,69,1,69,3,29
0,57,1,24,0,57
4,116,3,14,25,116
4,116,3,14,25,116
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,64,1,31,0,64
0,53,1,28,1,53
0,53,1,28,1,53
0,53,1,28,1,53
1,47,1,17,1,47
0,81,2,18,12,81
4,123,4,1,16,123
0,72,1,37,3,72
0,81,2,12,10,81
0,67,1,39,2,67
1,27,0,10,1,27
0,69,1,14,3,69
0,69,1,14,3,69
0,69,1,14,3,69
0,69,1,14,3,69
1,47,1,36,0,47
0,62,1,37,3,62
0,63,1,28,3,63
0,60,2,24,13,60
0,60,2,34,7,60
1,38,1,29,2,38
1,34,1,29,0,34
1,49,1,13,10,49
4,149,3,99,2,149
0,61,2,7,5,61
2,160,2,87,0,160
1,39,1,39,0,17
1,39,1,39,0,17
1,39,1,39,0,17
1,16,0,16,1,14
1,45,1,45,2,45
0,56,1,6,13,56
1,32,0,32,1,28
0,93,1,18,0,93
0,65,2,20,8,65
0,67,2,3,10,67
1,22,0,22,0,11
0,53,1,32,5,53
1,31,0,20,1,31
1,31,0,20,1,31
4,142,2,14,6,142
2,194,12,0,19,194
0,80,3,7,25,80
0,54,1,21,4,54
0,54,1,21,4,54
1,50,1,36,3,50
1,50,1,36,3,50
1,50,1,36,3,50
1,50,1,36,3,50
1,50,1,36,3,50
0,52,1,21,12,52
1,43,1,25,2,43
1,31,1,27,1,31
0,59,1,26,10,59
2,152,3,6,17,152
4,107,4,89,3,107
0,72,2,8,9,72
1,32,1,32,0,21
1,33,1,32,1,33
1,32,1,32,1,11
2,163,5,163,14,157
1,48,1,29,2,48
0,78,2,10,13,78
0,52,0,36,0,52
0,79,1,39,1,79
2,160,3,160,3,87
1,42,0,39,0,42
1,44,1,44,0,33
1,33,0,31,1,33
1,50,1,34,0,50
1,36,0,29,2,36
4,145,2,145,1,117
1,30,0,25,2,30
1,32,1,21,6,32
0,51,1,39,3,51
1,46,1,33,3,46
1,42,1,26,2,42
1,29,0,29,1,29
2,188,5,188,5,162
1,33,0,32,1,33
0,63,2,41,5,63
0,55,1,40,0,55
1,29,1,29,0,2
1,43,1,43,0,25
1,49,1,30,3,49
0,52,1,32,5,52
0,65,1,65,3,36
1,17,0,17,0,7
1,17,0,17,0,7
0,56,1,56,2,50
0,79,1,9,2,79
1,46,2,41,5,46
2,161,6,2,16,161
1,44,0,44,0,25
1,44,0,44,0,25
1,26,1,15,0,26
1,49,1,49,3,49
1,22,0,22,0,7
1,28,1,20,0,28
4,134,6,5,3,134
1,35,1,35,0,18
0,54,0,24,1,54
1,40,1,27,1,40
0,61,1,31,0,61
1,25,0,25,0,4
0,66,2,15,16,66
0,55,1,17,1,55
1,47,1,47,0,31
0,53,2,10,1,53
0,64,1,31,3,64
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
0,65,2,22,14,65
1,50,1,29,3,50
1,45,1,45,0,24
1,29,0,29,2,25
0,58,1,39,0,58
0,67,1,42,2,67
0,67,1,42,2,67
0,67,1,42,2,67
0,67,1,42,2,67
0,67,1,42,2,67
2,191,2,141,2,191
0,57,2,3,4,57
1,27,0,27,0,20
2,160,1,37,0,160
1,38,1,25,2,38
0,52,2,17,11,52
0,57,1,56,0,57
4,120,3,10,3,120
